time,zone,pressure
9.10999999999985,ESC_PER,10.0
9.11999999999985,EXTERIOR,0.0
9.11999999999985,GRANULACION_II,30.0
9.11999999999985,ESC_MAT,15.0
9.11999999999985,ESC_PER,10.0
9.12999999999985,EXTERIOR,0.0
9.12999999999985,GRANULACION_II,30.0
9.12999999999985,ESC_MAT,15.0
9.12999999999985,ESC_PER,10.0
9.13999999999985,EXTERIOR,0.0
9.13999999999985,GRANULACION_II,30.0
9.13999999999985,ESC_MAT,15.0
9.13999999999985,ESC_PER,10.0
9.14999999999985,EXTERIOR,0.0
9.14999999999985,GRANULACION_II,30.0
9.14999999999985,ESC_MAT,15.0
9.14999999999985,ESC_PER,10.0
9.15999999999985,EXTERIOR,0.0
9.15999999999985,GRANULACION_II,30.0
9.15999999999985,ESC_MAT,15.0
9.15999999999985,ESC_PER,10.0
9.169999999999849,EXTERIOR,0.0
9.169999999999849,GRANULACION_II,30.0
9.169999999999849,ESC_MAT,15.0
9.169999999999849,ESC_PER,10.0
9.179999999999849,EXTERIOR,0.0
9.179999999999849,GRANULACION_II,30.0
9.179999999999849,ESC_MAT,15.0
9.179999999999849,ESC_PER,10.0
9.189999999999849,EXTERIOR,0.0
9.189999999999849,GRANULACION_II,30.0
9.189999999999849,ESC_MAT,15.0
9.189999999999849,ESC_PER,10.0
9.199999999999848,EXTERIOR,0.0
9.199999999999848,GRANULACION_II,30.0
9.199999999999848,ESC_MAT,15.0
9.199999999999848,ESC_PER,10.0
9.209999999999848,EXTERIOR,0.0
9.209999999999848,GRANULACION_II,30.0
9.209999999999848,ESC_MAT,15.0
9.209999999999848,ESC_PER,10.0
9.219999999999848,EXTERIOR,0.0
9.219999999999848,GRANULACION_II,30.0
9.219999999999848,ESC_MAT,15.0
9.219999999999848,ESC_PER,10.0
9.229999999999848,EXTERIOR,0.0
9.229999999999848,GRANULACION_II,30.0
9.229999999999848,ESC_MAT,15.0
9.229999999999848,ESC_PER,10.0
9.239999999999847,EXTERIOR,0.0
9.239999999999847,GRANULACION_II,30.0
9.239999999999847,ESC_MAT,15.0
9.239999999999847,ESC_PER,10.0
9.249999999999847,EXTERIOR,0.0
9.249999999999847,GRANULACION_II,30.0
9.249999999999847,ESC_MAT,15.0
9.249999999999847,ESC_PER,10.0
9.259999999999847,EXTERIOR,0.0
9.259999999999847,GRANULACION_II,30.0
9.259999999999847,ESC_MAT,15.0
9.259999999999847,ESC_PER,10.0
9.269999999999847,EXTERIOR,0.0
9.269999999999847,GRANULACION_II,30.0
9.269999999999847,ESC_MAT,15.0
9.269999999999847,ESC_PER,10.0
9.279999999999847,EXTERIOR,0.0
9.279999999999847,GRANULACION_II,30.0
9.279999999999847,ESC_MAT,15.0
9.279999999999847,ESC_PER,10.0
9.289999999999846,EXTERIOR,0.0
9.289999999999846,GRANULACION_II,30.0
9.289999999999846,ESC_MAT,15.0
9.289999999999846,ESC_PER,10.0
9.299999999999846,EXTERIOR,0.0
9.299999999999846,GRANULACION_II,30.0
9.299999999999846,ESC_MAT,15.0
9.299999999999846,ESC_PER,10.0
9.309999999999846,EXTERIOR,0.0
9.309999999999846,GRANULACION_II,30.0
9.309999999999846,ESC_MAT,15.0
9.309999999999846,ESC_PER,10.0
9.319999999999846,EXTERIOR,0.0
9.319999999999846,GRANULACION_II,30.0
9.319999999999846,ESC_MAT,15.0
9.319999999999846,ESC_PER,10.0
9.329999999999846,EXTERIOR,0.0
9.329999999999846,GRANULACION_II,30.0
9.329999999999846,ESC_MAT,15.0
9.329999999999846,ESC_PER,10.0
9.339999999999845,EXTERIOR,0.0
9.339999999999845,GRANULACION_II,30.0
9.339999999999845,ESC_MAT,15.0
9.339999999999845,ESC_PER,10.0
9.349999999999845,EXTERIOR,0.0
9.349999999999845,GRANULACION_II,30.0
9.349999999999845,ESC_MAT,15.0
9.349999999999845,ESC_PER,10.0
9.359999999999845,EXTERIOR,0.0
9.359999999999845,GRANULACION_II,30.0
9.359999999999845,ESC_MAT,15.0
9.359999999999845,ESC_PER,10.0
9.369999999999845,EXTERIOR,0.0
9.369999999999845,GRANULACION_II,30.0
9.369999999999845,ESC_MAT,15.0
9.369999999999845,ESC_PER,10.0
9.379999999999844,EXTERIOR,0.0
9.379999999999844,GRANULACION_II,30.0
9.379999999999844,ESC_MAT,15.0
9.379999999999844,ESC_PER,10.0
9.389999999999844,EXTERIOR,0.0
9.389999999999844,GRANULACION_II,30.0
9.389999999999844,ESC_MAT,15.0
9.389999999999844,ESC_PER,10.0
9.399999999999844,EXTERIOR,0.0
9.399999999999844,GRANULACION_II,30.0
9.399999999999844,ESC_MAT,15.0
9.399999999999844,ESC_PER,10.0
9.409999999999844,EXTERIOR,0.0
9.409999999999844,GRANULACION_II,30.0
9.409999999999844,ESC_MAT,15.0
9.409999999999844,ESC_PER,10.0
9.419999999999844,EXTERIOR,0.0
9.419999999999844,GRANULACION_II,30.0
9.419999999999844,ESC_MAT,15.0
9.419999999999844,ESC_PER,10.0
9.429999999999843,EXTERIOR,0.0
9.429999999999843,GRANULACION_II,30.0
9.429999999999843,ESC_MAT,15.0
9.429999999999843,ESC_PER,10.0
9.439999999999843,EXTERIOR,0.0
9.439999999999843,GRANULACION_II,30.0
9.439999999999843,ESC_MAT,15.0
9.439999999999843,ESC_PER,10.0
9.449999999999843,EXTERIOR,0.0
9.449999999999843,GRANULACION_II,30.0
9.449999999999843,ESC_MAT,15.0
9.449999999999843,ESC_PER,10.0
9.459999999999843,EXTERIOR,0.0
9.459999999999843,GRANULACION_II,30.0
9.459999999999843,ESC_MAT,15.0
9.459999999999843,ESC_PER,10.0
9.469999999999843,EXTERIOR,0.0
9.469999999999843,GRANULACION_II,30.0
9.469999999999843,ESC_MAT,15.0
9.469999999999843,ESC_PER,10.0
9.479999999999842,EXTERIOR,0.0
9.479999999999842,GRANULACION_II,30.0
9.479999999999842,ESC_MAT,15.0
9.479999999999842,ESC_PER,10.0
9.489999999999842,EXTERIOR,0.0
9.489999999999842,GRANULACION_II,30.0
9.489999999999842,ESC_MAT,15.0
9.489999999999842,ESC_PER,10.0
9.499999999999842,EXTERIOR,0.0
9.499999999999842,GRANULACION_II,30.0
9.499999999999842,ESC_MAT,15.0
9.499999999999842,ESC_PER,10.0
9.509999999999842,EXTERIOR,0.0
9.509999999999842,GRANULACION_II,30.0
9.509999999999842,ESC_MAT,15.0
9.509999999999842,ESC_PER,10.0
9.519999999999841,EXTERIOR,0.0
9.519999999999841,GRANULACION_II,30.0
9.519999999999841,ESC_MAT,15.0
9.519999999999841,ESC_PER,10.0
9.529999999999841,EXTERIOR,0.0
9.529999999999841,GRANULACION_II,30.0
9.529999999999841,ESC_MAT,15.0
9.529999999999841,ESC_PER,10.0
9.539999999999841,EXTERIOR,0.0
9.539999999999841,GRANULACION_II,30.0
9.539999999999841,ESC_MAT,15.0
9.539999999999841,ESC_PER,10.0
9.54999999999984,EXTERIOR,0.0
9.54999999999984,GRANULACION_II,30.0
9.54999999999984,ESC_MAT,15.0
9.54999999999984,ESC_PER,10.0
9.55999999999984,EXTERIOR,0.0
9.55999999999984,GRANULACION_II,30.0
9.55999999999984,ESC_MAT,15.0
9.55999999999984,ESC_PER,10.0
9.56999999999984,EXTERIOR,0.0
9.56999999999984,GRANULACION_II,30.0
9.56999999999984,ESC_MAT,15.0
9.56999999999984,ESC_PER,10.0
9.57999999999984,EXTERIOR,0.0
9.57999999999984,GRANULACION_II,30.0
9.57999999999984,ESC_MAT,15.0
9.57999999999984,ESC_PER,10.0
9.58999999999984,EXTERIOR,0.0
9.58999999999984,GRANULACION_II,30.0
9.58999999999984,ESC_MAT,15.0
9.58999999999984,ESC_PER,10.0
9.59999999999984,EXTERIOR,0.0
9.59999999999984,GRANULACION_II,30.0
9.59999999999984,ESC_MAT,15.0
9.59999999999984,ESC_PER,10.0
9.60999999999984,EXTERIOR,0.0
9.60999999999984,GRANULACION_II,30.0
9.60999999999984,ESC_MAT,15.0
9.60999999999984,ESC_PER,10.0
9.61999999999984,EXTERIOR,0.0
9.61999999999984,GRANULACION_II,30.0
9.61999999999984,ESC_MAT,15.0
9.61999999999984,ESC_PER,10.0
9.62999999999984,EXTERIOR,0.0
9.62999999999984,GRANULACION_II,30.0
9.62999999999984,ESC_MAT,15.0
9.62999999999984,ESC_PER,10.0
9.639999999999839,EXTERIOR,0.0
9.639999999999839,GRANULACION_II,30.0
9.639999999999839,ESC_MAT,15.0
9.639999999999839,ESC_PER,10.0
9.649999999999839,EXTERIOR,0.0
9.649999999999839,GRANULACION_II,30.0
9.649999999999839,ESC_MAT,15.0
9.649999999999839,ESC_PER,10.0
9.659999999999838,EXTERIOR,0.0
9.659999999999838,GRANULACION_II,30.0
9.659999999999838,ESC_MAT,15.0
9.659999999999838,ESC_PER,10.0
9.669999999999838,EXTERIOR,0.0
9.669999999999838,GRANULACION_II,30.0
9.669999999999838,ESC_MAT,15.0
9.669999999999838,ESC_PER,10.0
9.679999999999838,EXTERIOR,0.0
9.679999999999838,GRANULACION_II,30.0
9.679999999999838,ESC_MAT,15.0
9.679999999999838,ESC_PER,10.0
9.689999999999838,EXTERIOR,0.0
9.689999999999838,GRANULACION_II,30.0
9.689999999999838,ESC_MAT,15.0
9.689999999999838,ESC_PER,10.0
9.699999999999838,EXTERIOR,0.0
9.699999999999838,GRANULACION_II,30.0
9.699999999999838,ESC_MAT,15.0
9.699999999999838,ESC_PER,10.0
9.709999999999837,EXTERIOR,0.0
9.709999999999837,GRANULACION_II,30.0
9.709999999999837,ESC_MAT,15.0
9.709999999999837,ESC_PER,10.0
9.719999999999837,EXTERIOR,0.0
9.719999999999837,GRANULACION_II,30.0
9.719999999999837,ESC_MAT,15.0
9.719999999999837,ESC_PER,10.0
9.729999999999837,EXTERIOR,0.0
9.729999999999837,GRANULACION_II,30.0
9.729999999999837,ESC_MAT,15.0
9.729999999999837,ESC_PER,10.0
9.739999999999837,EXTERIOR,0.0
9.739999999999837,GRANULACION_II,30.0
9.739999999999837,ESC_MAT,15.0
9.739999999999837,ESC_PER,10.0
9.749999999999837,EXTERIOR,0.0
9.749999999999837,GRANULACION_II,30.0
9.749999999999837,ESC_MAT,15.0
9.749999999999837,ESC_PER,10.0
9.759999999999836,EXTERIOR,0.0
9.759999999999836,GRANULACION_II,30.0
9.759999999999836,ESC_MAT,15.0
9.759999999999836,ESC_PER,10.0
9.769999999999836,EXTERIOR,0.0
9.769999999999836,GRANULACION_II,30.0
9.769999999999836,ESC_MAT,15.0
9.769999999999836,ESC_PER,10.0
9.779999999999836,EXTERIOR,0.0
9.779999999999836,GRANULACION_II,30.0
9.779999999999836,ESC_MAT,15.0
9.779999999999836,ESC_PER,10.0
9.789999999999836,EXTERIOR,0.0
9.789999999999836,GRANULACION_II,30.0
9.789999999999836,ESC_MAT,15.0
9.789999999999836,ESC_PER,10.0
9.799999999999836,EXTERIOR,0.0
9.799999999999836,GRANULACION_II,30.0
9.799999999999836,ESC_MAT,15.0
9.799999999999836,ESC_PER,10.0
9.809999999999835,EXTERIOR,0.0
9.809999999999835,GRANULACION_II,30.0
9.809999999999835,ESC_MAT,15.0
9.809999999999835,ESC_PER,10.0
9.819999999999835,EXTERIOR,0.0
9.819999999999835,GRANULACION_II,30.0
9.819999999999835,ESC_MAT,15.0
9.819999999999835,ESC_PER,10.0
9.829999999999835,EXTERIOR,0.0
9.829999999999835,GRANULACION_II,30.0
9.829999999999835,ESC_MAT,15.0
9.829999999999835,ESC_PER,10.0
9.839999999999835,EXTERIOR,0.0
9.839999999999835,GRANULACION_II,30.0
9.839999999999835,ESC_MAT,15.0
9.839999999999835,ESC_PER,10.0
9.849999999999834,EXTERIOR,0.0
9.849999999999834,GRANULACION_II,30.0
9.849999999999834,ESC_MAT,15.0
9.849999999999834,ESC_PER,10.0
9.859999999999834,EXTERIOR,0.0
9.859999999999834,GRANULACION_II,30.0
9.859999999999834,ESC_MAT,15.0
9.859999999999834,ESC_PER,10.0
9.869999999999834,EXTERIOR,0.0
9.869999999999834,GRANULACION_II,30.0
9.869999999999834,ESC_MAT,15.0
9.869999999999834,ESC_PER,10.0
9.879999999999834,EXTERIOR,0.0
9.879999999999834,GRANULACION_II,30.0
9.879999999999834,ESC_MAT,15.0
9.879999999999834,ESC_PER,10.0
9.889999999999834,EXTERIOR,0.0
9.889999999999834,GRANULACION_II,30.0
9.889999999999834,ESC_MAT,15.0
9.889999999999834,ESC_PER,10.0
9.899999999999833,EXTERIOR,0.0
9.899999999999833,GRANULACION_II,30.0
9.899999999999833,ESC_MAT,15.0
9.899999999999833,ESC_PER,10.0
9.909999999999833,EXTERIOR,0.0
9.909999999999833,GRANULACION_II,30.0
9.909999999999833,ESC_MAT,15.0
9.909999999999833,ESC_PER,10.0
9.919999999999833,EXTERIOR,0.0
9.919999999999833,GRANULACION_II,30.0
9.919999999999833,ESC_MAT,15.0
9.919999999999833,ESC_PER,10.0
9.929999999999833,EXTERIOR,0.0
9.929999999999833,GRANULACION_II,30.0
9.929999999999833,ESC_MAT,15.0
9.929999999999833,ESC_PER,10.0
9.939999999999833,EXTERIOR,0.0
9.939999999999833,GRANULACION_II,30.0
9.939999999999833,ESC_MAT,15.0
9.939999999999833,ESC_PER,10.0
9.949999999999832,EXTERIOR,0.0
9.949999999999832,GRANULACION_II,30.0
9.949999999999832,ESC_MAT,15.0
9.949999999999832,ESC_PER,10.0
9.959999999999832,EXTERIOR,0.0
9.959999999999832,GRANULACION_II,30.0
9.959999999999832,ESC_MAT,15.0
9.959999999999832,ESC_PER,10.0
9.969999999999832,EXTERIOR,0.0
9.969999999999832,GRANULACION_II,30.0
9.969999999999832,ESC_MAT,15.0
9.969999999999832,ESC_PER,10.0
9.979999999999832,EXTERIOR,0.0
9.979999999999832,GRANULACION_II,30.0
9.979999999999832,ESC_MAT,15.0
9.979999999999832,ESC_PER,10.0
9.989999999999831,EXTERIOR,0.0
9.989999999999831,GRANULACION_II,30.0
9.989999999999831,ESC_MAT,15.0
9.989999999999831,ESC_PER,10.0
9.999999999999831,EXTERIOR,0.0
9.999999999999831,GRANULACION_II,30.0
9.999999999999831,ESC_MAT,15.0
9.999999999999831,ESC_PER,10.0
10.009999999999831,EXTERIOR,0.0
10.009999999999831,GRANULACION_II,30.0
10.009999999999831,ESC_MAT,15.0
10.009999999999831,ESC_PER,10.0
10.01999999999983,EXTERIOR,0.0
10.01999999999983,GRANULACION_II,5.38400448468131e+19
10.01999999999983,ESC_MAT,-1.0965837956446e+20
10.01999999999983,ESC_PER,4.951728800036736e+19
10.02999999999983,EXTERIOR,0.0
10.02999999999983,GRANULACION_II,4.2472306458511045e+39
10.02999999999983,ESC_MAT,-8.650520859823045e+39
10.02999999999983,ESC_PER,3.906225259242561e+39
10.03999999999983,EXTERIOR,0.0
10.03999999999983,GRANULACION_II,3.350474211968522e+59
10.03999999999983,ESC_MAT,-6.824057716113252e+59
10.03999999999983,ESC_PER,3.0814683940032664e+59
10.04999999999983,EXTERIOR,0.0
10.04999999999983,GRANULACION_II,2.6430581197731612e+79
10.04999999999983,ESC_MAT,-5.3832323472135185e+79
10.04999999999983,ESC_PER,2.430849946703371e+79
10.05999999999983,EXTERIOR,0.0
10.05999999999983,GRANULACION_II,2.085005220915973e+99
10.05999999999983,ESC_MAT,-4.246621542437912e+99
10.05999999999983,ESC_PER,1.9176024894128412e+99
10.06999999999983,EXTERIOR,0.0
10.06999999999983,GRANULACION_II,1.6447791059623152e+119
10.06999999999983,ESC_MAT,-3.349993714098615e+119
10.06999999999983,ESC_PER,1.5127216356522835e+119
10.07999999999983,EXTERIOR,0.0
10.07999999999983,GRANULACION_II,1.2975019344180272e+139
10.07999999999983,ESC_MAT,-2.642679073788541e+139
10.07999999999983,ESC_PER,1.1933269588480613e+139
10.08999999999983,EXTERIOR,0.0
10.08999999999983,GRANULACION_II,1.0235485505110006e+159
10.08999999999983,ESC_MAT,-2.084706206357471e+159
10.08999999999983,ESC_PER,9.413689849815006e+158
10.09999999999983,EXTERIOR,0.0
10.09999999999983,GRANULACION_II,8.074374360937517e+178
10.09999999999983,ESC_MAT,-1.644543225067025e+179
10.09999999999983,ESC_PER,7.426091896394823e+178
10.109999999999829,EXTERIOR,0.0
10.109999999999829,GRANULACION_II,6.36955826746246e+198
10.109999999999829,ESC_MAT,-1.2973158572014597e+199
10.109999999999829,ESC_PER,5.858153575644397e+198
10.119999999999829,EXTERIOR,0.0
10.119999999999829,GRANULACION_II,5.024695500728389e+218
10.119999999999829,ESC_MAT,-1.023401761469518e+219
10.119999999999829,ESC_PER,4.621268332606526e+218
10.129999999999828,EXTERIOR,0.0
10.129999999999828,GRANULACION_II,3.9637858411644347e+238
10.129999999999828,ESC_MAT,-8.07321639957632e+238
10.129999999999828,ESC_PER,3.64553792012908e+238
10.139999999999828,EXTERIOR,0.0
10.139999999999828,GRANULACION_II,3.1268756867632294e+258
10.139999999999828,ESC_MAT,-6.368644797014863e+258
10.139999999999828,ESC_PER,2.8758223436905737e+258
10.149999999999828,EXTERIOR,0.0
10.149999999999828,GRANULACION_II,2.466669984773548e+278
10.149999999999828,ESC_MAT,-5.023974899604296e+278
10.149999999999828,ESC_PER,2.268623817298491e+278
10.159999999999828,EXTERIOR,0.0
10.159999999999828,GRANULACION_II,1.9458595170699273e+298
10.159999999999828,ESC_MAT,-3.963217387109522e+298
10.159999999999828,ESC_PER,1.7896286381200045e+298
10.169999999999828,EXTERIOR,0.0
10.169999999999828,GRANULACION_II,nan
10.169999999999828,ESC_MAT,nan
10.169999999999828,ESC_PER,nan
10.179999999999827,EXTERIOR,0.0
10.179999999999827,GRANULACION_II,nan
10.179999999999827,ESC_MAT,nan
10.179999999999827,ESC_PER,nan
10.189999999999827,EXTERIOR,0.0
10.189999999999827,GRANULACION_II,nan
10.189999999999827,ESC_MAT,nan
10.189999999999827,ESC_PER,nan
10.199999999999827,EXTERIOR,0.0
10.199999999999827,GRANULACION_II,nan
10.199999999999827,ESC_MAT,nan
10.199999999999827,ESC_PER,nan
10.209999999999827,EXTERIOR,0.0
10.209999999999827,GRANULACION_II,nan
10.209999999999827,ESC_MAT,nan
10.209999999999827,ESC_PER,nan
10.219999999999827,EXTERIOR,0.0
10.219999999999827,GRANULACION_II,nan
10.219999999999827,ESC_MAT,nan
10.219999999999827,ESC_PER,nan
10.229999999999826,EXTERIOR,0.0
10.229999999999826,GRANULACION_II,nan
10.229999999999826,ESC_MAT,nan
10.229999999999826,ESC_PER,nan
10.239999999999826,EXTERIOR,0.0
10.239999999999826,GRANULACION_II,nan
10.239999999999826,ESC_MAT,nan
10.239999999999826,ESC_PER,nan
10.249999999999826,EXTERIOR,0.0
10.249999999999826,GRANULACION_II,nan
10.249999999999826,ESC_MAT,nan
10.249999999999826,ESC_PER,nan
10.259999999999826,EXTERIOR,0.0
10.259999999999826,GRANULACION_II,nan
10.259999999999826,ESC_MAT,nan
10.259999999999826,ESC_PER,nan
10.269999999999825,EXTERIOR,0.0
10.269999999999825,GRANULACION_II,nan
10.269999999999825,ESC_MAT,nan
10.269999999999825,ESC_PER,nan
10.279999999999825,EXTERIOR,0.0
10.279999999999825,GRANULACION_II,nan
10.279999999999825,ESC_MAT,nan
10.279999999999825,ESC_PER,nan
10.289999999999825,EXTERIOR,0.0
10.289999999999825,GRANULACION_II,nan
10.289999999999825,ESC_MAT,nan
10.289999999999825,ESC_PER,nan
10.299999999999825,EXTERIOR,0.0
10.299999999999825,GRANULACION_II,nan
10.299999999999825,ESC_MAT,nan
10.299999999999825,ESC_PER,nan
10.309999999999825,EXTERIOR,0.0
10.309999999999825,GRANULACION_II,nan
10.309999999999825,ESC_MAT,nan
10.309999999999825,ESC_PER,nan
10.319999999999824,EXTERIOR,0.0
10.319999999999824,GRANULACION_II,nan
10.319999999999824,ESC_MAT,nan
10.319999999999824,ESC_PER,nan
10.329999999999824,EXTERIOR,0.0
10.329999999999824,GRANULACION_II,nan
10.329999999999824,ESC_MAT,nan
10.329999999999824,ESC_PER,nan
10.339999999999824,EXTERIOR,0.0
10.339999999999824,GRANULACION_II,nan
10.339999999999824,ESC_MAT,nan
10.339999999999824,ESC_PER,nan
10.349999999999824,EXTERIOR,0.0
10.349999999999824,GRANULACION_II,nan
10.349999999999824,ESC_MAT,nan
10.349999999999824,ESC_PER,nan
10.359999999999824,EXTERIOR,0.0
10.359999999999824,GRANULACION_II,nan
10.359999999999824,ESC_MAT,nan
10.359999999999824,ESC_PER,nan
10.369999999999823,EXTERIOR,0.0
10.369999999999823,GRANULACION_II,nan
10.369999999999823,ESC_MAT,nan
10.369999999999823,ESC_PER,nan
10.379999999999823,EXTERIOR,0.0
10.379999999999823,GRANULACION_II,nan
10.379999999999823,ESC_MAT,nan
10.379999999999823,ESC_PER,nan
10.389999999999823,EXTERIOR,0.0
10.389999999999823,GRANULACION_II,nan
10.389999999999823,ESC_MAT,nan
10.389999999999823,ESC_PER,nan
10.399999999999823,EXTERIOR,0.0
10.399999999999823,GRANULACION_II,nan
10.399999999999823,ESC_MAT,nan
10.399999999999823,ESC_PER,nan
10.409999999999823,EXTERIOR,0.0
10.409999999999823,GRANULACION_II,nan
10.409999999999823,ESC_MAT,nan
10.409999999999823,ESC_PER,nan
10.419999999999822,EXTERIOR,0.0
10.419999999999822,GRANULACION_II,nan
10.419999999999822,ESC_MAT,nan
10.419999999999822,ESC_PER,nan
10.429999999999822,EXTERIOR,0.0
10.429999999999822,GRANULACION_II,nan
10.429999999999822,ESC_MAT,nan
10.429999999999822,ESC_PER,nan
10.439999999999822,EXTERIOR,0.0
10.439999999999822,GRANULACION_II,nan
10.439999999999822,ESC_MAT,nan
10.439999999999822,ESC_PER,nan
10.449999999999822,EXTERIOR,0.0
10.449999999999822,GRANULACION_II,nan
10.449999999999822,ESC_MAT,nan
10.449999999999822,ESC_PER,nan
10.459999999999821,EXTERIOR,0.0
10.459999999999821,GRANULACION_II,nan
10.459999999999821,ESC_MAT,nan
10.459999999999821,ESC_PER,nan
10.469999999999821,EXTERIOR,0.0
10.469999999999821,GRANULACION_II,nan
10.469999999999821,ESC_MAT,nan
10.469999999999821,ESC_PER,nan
10.479999999999821,EXTERIOR,0.0
10.479999999999821,GRANULACION_II,nan
10.479999999999821,ESC_MAT,nan
10.479999999999821,ESC_PER,nan
10.48999999999982,EXTERIOR,0.0
10.48999999999982,GRANULACION_II,nan
10.48999999999982,ESC_MAT,nan
10.48999999999982,ESC_PER,nan
10.49999999999982,EXTERIOR,0.0
10.49999999999982,GRANULACION_II,nan
10.49999999999982,ESC_MAT,nan
10.49999999999982,ESC_PER,nan
10.50999999999982,EXTERIOR,0.0
10.50999999999982,GRANULACION_II,nan
10.50999999999982,ESC_MAT,nan
10.50999999999982,ESC_PER,nan
10.51999999999982,EXTERIOR,0.0
10.51999999999982,GRANULACION_II,nan
10.51999999999982,ESC_MAT,nan
10.51999999999982,ESC_PER,nan
10.52999999999982,EXTERIOR,0.0
10.52999999999982,GRANULACION_II,nan
10.52999999999982,ESC_MAT,nan
10.52999999999982,ESC_PER,nan
10.53999999999982,EXTERIOR,0.0
10.53999999999982,GRANULACION_II,nan
10.53999999999982,ESC_MAT,nan
10.53999999999982,ESC_PER,nan
10.54999999999982,EXTERIOR,0.0
10.54999999999982,GRANULACION_II,nan
10.54999999999982,ESC_MAT,nan
10.54999999999982,ESC_PER,nan
10.55999999999982,EXTERIOR,0.0
10.55999999999982,GRANULACION_II,nan
10.55999999999982,ESC_MAT,nan
10.55999999999982,ESC_PER,nan
10.569999999999819,EXTERIOR,0.0
10.569999999999819,GRANULACION_II,nan
10.569999999999819,ESC_MAT,nan
10.569999999999819,ESC_PER,nan
10.579999999999819,EXTERIOR,0.0
10.579999999999819,GRANULACION_II,nan
10.579999999999819,ESC_MAT,nan
10.579999999999819,ESC_PER,nan
10.589999999999819,EXTERIOR,0.0
10.589999999999819,GRANULACION_II,nan
10.589999999999819,ESC_MAT,nan
10.589999999999819,ESC_PER,nan
10.599999999999818,EXTERIOR,0.0
10.599999999999818,GRANULACION_II,nan
10.599999999999818,ESC_MAT,nan
10.599999999999818,ESC_PER,nan
10.609999999999818,EXTERIOR,0.0
10.609999999999818,GRANULACION_II,nan
10.609999999999818,ESC_MAT,nan
10.609999999999818,ESC_PER,nan
10.619999999999818,EXTERIOR,0.0
10.619999999999818,GRANULACION_II,nan
10.619999999999818,ESC_MAT,nan
10.619999999999818,ESC_PER,nan
10.629999999999818,EXTERIOR,0.0
10.629999999999818,GRANULACION_II,nan
10.629999999999818,ESC_MAT,nan
10.629999999999818,ESC_PER,nan
10.639999999999818,EXTERIOR,0.0
10.639999999999818,GRANULACION_II,nan
10.639999999999818,ESC_MAT,nan
10.639999999999818,ESC_PER,nan
10.649999999999817,EXTERIOR,0.0
10.649999999999817,GRANULACION_II,nan
10.649999999999817,ESC_MAT,nan
10.649999999999817,ESC_PER,nan
10.659999999999817,EXTERIOR,0.0
10.659999999999817,GRANULACION_II,nan
10.659999999999817,ESC_MAT,nan
10.659999999999817,ESC_PER,nan
10.669999999999817,EXTERIOR,0.0
10.669999999999817,GRANULACION_II,nan
10.669999999999817,ESC_MAT,nan
10.669999999999817,ESC_PER,nan
10.679999999999817,EXTERIOR,0.0
10.679999999999817,GRANULACION_II,nan
10.679999999999817,ESC_MAT,nan
10.679999999999817,ESC_PER,nan
10.689999999999817,EXTERIOR,0.0
10.689999999999817,GRANULACION_II,nan
10.689999999999817,ESC_MAT,nan
10.689999999999817,ESC_PER,nan
10.699999999999816,EXTERIOR,0.0
10.699999999999816,GRANULACION_II,nan
10.699999999999816,ESC_MAT,nan
10.699999999999816,ESC_PER,nan
10.709999999999816,EXTERIOR,0.0
10.709999999999816,GRANULACION_II,nan
10.709999999999816,ESC_MAT,nan
10.709999999999816,ESC_PER,nan
10.719999999999816,EXTERIOR,0.0
10.719999999999816,GRANULACION_II,nan
10.719999999999816,ESC_MAT,nan
10.719999999999816,ESC_PER,nan
10.729999999999816,EXTERIOR,0.0
10.729999999999816,GRANULACION_II,nan
10.729999999999816,ESC_MAT,nan
10.729999999999816,ESC_PER,nan
10.739999999999815,EXTERIOR,0.0
10.739999999999815,GRANULACION_II,nan
10.739999999999815,ESC_MAT,nan
10.739999999999815,ESC_PER,nan
10.749999999999815,EXTERIOR,0.0
10.749999999999815,GRANULACION_II,nan
10.749999999999815,ESC_MAT,nan
10.749999999999815,ESC_PER,nan
10.759999999999815,EXTERIOR,0.0
10.759999999999815,GRANULACION_II,nan
10.759999999999815,ESC_MAT,nan
10.759999999999815,ESC_PER,nan
10.769999999999815,EXTERIOR,0.0
10.769999999999815,GRANULACION_II,nan
10.769999999999815,ESC_MAT,nan
10.769999999999815,ESC_PER,nan
10.779999999999815,EXTERIOR,0.0
10.779999999999815,GRANULACION_II,nan
10.779999999999815,ESC_MAT,nan
10.779999999999815,ESC_PER,nan
10.789999999999814,EXTERIOR,0.0
10.789999999999814,GRANULACION_II,nan
10.789999999999814,ESC_MAT,nan
10.789999999999814,ESC_PER,nan
10.799999999999814,EXTERIOR,0.0
10.799999999999814,GRANULACION_II,nan
10.799999999999814,ESC_MAT,nan
10.799999999999814,ESC_PER,nan
10.809999999999814,EXTERIOR,0.0
10.809999999999814,GRANULACION_II,nan
10.809999999999814,ESC_MAT,nan
10.809999999999814,ESC_PER,nan
10.819999999999814,EXTERIOR,0.0
10.819999999999814,GRANULACION_II,nan
10.819999999999814,ESC_MAT,nan
10.819999999999814,ESC_PER,nan
10.829999999999814,EXTERIOR,0.0
10.829999999999814,GRANULACION_II,nan
10.829999999999814,ESC_MAT,nan
10.829999999999814,ESC_PER,nan
10.839999999999813,EXTERIOR,0.0
10.839999999999813,GRANULACION_II,nan
10.839999999999813,ESC_MAT,nan
