time,link,area,delta_p
55.809999999997466,L4,0.003,nan
55.819999999997464,L1,0.015,nan
55.819999999997464,L2,0.015,nan
55.819999999997464,L3,0.003,nan
55.819999999997464,L4,0.003,nan
55.82999999999746,L1,0.015,nan
55.82999999999746,L2,0.015,nan
55.82999999999746,L3,0.003,nan
55.82999999999746,L4,0.003,nan
55.83999999999746,L1,0.015,nan
55.83999999999746,L2,0.015,nan
55.83999999999746,L3,0.003,nan
55.83999999999746,L4,0.003,nan
55.84999999999746,L1,0.015,nan
55.84999999999746,L2,0.015,nan
55.84999999999746,L3,0.003,nan
55.84999999999746,L4,0.003,nan
55.859999999997456,L1,0.015,nan
55.859999999997456,L2,0.015,nan
55.859999999997456,L3,0.003,nan
55.859999999997456,L4,0.003,nan
55.869999999997454,L1,0.015,nan
55.869999999997454,L2,0.015,nan
55.869999999997454,L3,0.003,nan
55.869999999997454,L4,0.003,nan
55.87999999999745,L1,0.015,nan
55.87999999999745,L2,0.015,nan
55.87999999999745,L3,0.003,nan
55.87999999999745,L4,0.003,nan
55.88999999999745,L1,0.015,nan
55.88999999999745,L2,0.015,nan
55.88999999999745,L3,0.003,nan
55.88999999999745,L4,0.003,nan
55.89999999999745,L1,0.015,nan
55.89999999999745,L2,0.015,nan
55.89999999999745,L3,0.003,nan
55.89999999999745,L4,0.003,nan
55.909999999997446,L1,0.015,nan
55.909999999997446,L2,0.015,nan
55.909999999997446,L3,0.003,nan
55.909999999997446,L4,0.003,nan
55.919999999997444,L1,0.015,nan
55.919999999997444,L2,0.015,nan
55.919999999997444,L3,0.003,nan
55.919999999997444,L4,0.003,nan
55.92999999999744,L1,0.015,nan
55.92999999999744,L2,0.015,nan
55.92999999999744,L3,0.003,nan
55.92999999999744,L4,0.003,nan
55.93999999999744,L1,0.015,nan
55.93999999999744,L2,0.015,nan
55.93999999999744,L3,0.003,nan
55.93999999999744,L4,0.003,nan
55.94999999999744,L1,0.015,nan
55.94999999999744,L2,0.015,nan
55.94999999999744,L3,0.003,nan
55.94999999999744,L4,0.003,nan
55.959999999997436,L1,0.015,nan
55.959999999997436,L2,0.015,nan
55.959999999997436,L3,0.003,nan
55.959999999997436,L4,0.003,nan
55.969999999997434,L1,0.015,nan
55.969999999997434,L2,0.015,nan
55.969999999997434,L3,0.003,nan
55.969999999997434,L4,0.003,nan
55.97999999999743,L1,0.015,nan
55.97999999999743,L2,0.015,nan
55.97999999999743,L3,0.003,nan
55.97999999999743,L4,0.003,nan
55.98999999999743,L1,0.015,nan
55.98999999999743,L2,0.015,nan
55.98999999999743,L3,0.003,nan
55.98999999999743,L4,0.003,nan
55.99999999999743,L1,0.015,nan
55.99999999999743,L2,0.015,nan
55.99999999999743,L3,0.003,nan
55.99999999999743,L4,0.003,nan
56.009999999997426,L1,0.015,nan
56.009999999997426,L2,0.015,nan
56.009999999997426,L3,0.003,nan
56.009999999997426,L4,0.003,nan
56.019999999997424,L1,0.015,nan
56.019999999997424,L2,0.015,nan
56.019999999997424,L3,0.003,nan
56.019999999997424,L4,0.003,nan
56.02999999999742,L1,0.015,nan
56.02999999999742,L2,0.015,nan
56.02999999999742,L3,0.003,nan
56.02999999999742,L4,0.003,nan
56.03999999999742,L1,0.015,nan
56.03999999999742,L2,0.015,nan
56.03999999999742,L3,0.003,nan
56.03999999999742,L4,0.003,nan
56.04999999999742,L1,0.015,nan
56.04999999999742,L2,0.015,nan
56.04999999999742,L3,0.003,nan
56.04999999999742,L4,0.003,nan
56.059999999997416,L1,0.015,nan
56.059999999997416,L2,0.015,nan
56.059999999997416,L3,0.003,nan
56.059999999997416,L4,0.003,nan
56.069999999997414,L1,0.015,nan
56.069999999997414,L2,0.015,nan
56.069999999997414,L3,0.003,nan
56.069999999997414,L4,0.003,nan
56.07999999999741,L1,0.015,nan
56.07999999999741,L2,0.015,nan
56.07999999999741,L3,0.003,nan
56.07999999999741,L4,0.003,nan
56.08999999999741,L1,0.015,nan
56.08999999999741,L2,0.015,nan
56.08999999999741,L3,0.003,nan
56.08999999999741,L4,0.003,nan
56.09999999999741,L1,0.015,nan
56.09999999999741,L2,0.015,nan
56.09999999999741,L3,0.003,nan
56.09999999999741,L4,0.003,nan
56.109999999997406,L1,0.015,nan
56.109999999997406,L2,0.015,nan
56.109999999997406,L3,0.003,nan
56.109999999997406,L4,0.003,nan
56.119999999997404,L1,0.015,nan
56.119999999997404,L2,0.015,nan
56.119999999997404,L3,0.003,nan
56.119999999997404,L4,0.003,nan
56.1299999999974,L1,0.015,nan
56.1299999999974,L2,0.015,nan
56.1299999999974,L3,0.003,nan
56.1299999999974,L4,0.003,nan
56.1399999999974,L1,0.015,nan
56.1399999999974,L2,0.015,nan
56.1399999999974,L3,0.003,nan
56.1399999999974,L4,0.003,nan
56.1499999999974,L1,0.015,nan
56.1499999999974,L2,0.015,nan
56.1499999999974,L3,0.003,nan
56.1499999999974,L4,0.003,nan
56.159999999997396,L1,0.015,nan
56.159999999997396,L2,0.015,nan
56.159999999997396,L3,0.003,nan
56.159999999997396,L4,0.003,nan
56.169999999997394,L1,0.015,nan
56.169999999997394,L2,0.015,nan
56.169999999997394,L3,0.003,nan
56.169999999997394,L4,0.003,nan
56.17999999999739,L1,0.015,nan
56.17999999999739,L2,0.015,nan
56.17999999999739,L3,0.003,nan
56.17999999999739,L4,0.003,nan
56.18999999999739,L1,0.015,nan
56.18999999999739,L2,0.015,nan
56.18999999999739,L3,0.003,nan
56.18999999999739,L4,0.003,nan
56.19999999999739,L1,0.015,nan
56.19999999999739,L2,0.015,nan
56.19999999999739,L3,0.003,nan
56.19999999999739,L4,0.003,nan
56.209999999997386,L1,0.015,nan
56.209999999997386,L2,0.015,nan
56.209999999997386,L3,0.003,nan
56.209999999997386,L4,0.003,nan
56.219999999997384,L1,0.015,nan
56.219999999997384,L2,0.015,nan
56.219999999997384,L3,0.003,nan
56.219999999997384,L4,0.003,nan
56.22999999999738,L1,0.015,nan
56.22999999999738,L2,0.015,nan
56.22999999999738,L3,0.003,nan
56.22999999999738,L4,0.003,nan
56.23999999999738,L1,0.015,nan
56.23999999999738,L2,0.015,nan
56.23999999999738,L3,0.003,nan
56.23999999999738,L4,0.003,nan
56.24999999999738,L1,0.015,nan
56.24999999999738,L2,0.015,nan
56.24999999999738,L3,0.003,nan
56.24999999999738,L4,0.003,nan
56.259999999997376,L1,0.015,nan
56.259999999997376,L2,0.015,nan
56.259999999997376,L3,0.003,nan
56.259999999997376,L4,0.003,nan
56.269999999997374,L1,0.015,nan
56.269999999997374,L2,0.015,nan
56.269999999997374,L3,0.003,nan
56.269999999997374,L4,0.003,nan
56.27999999999737,L1,0.015,nan
56.27999999999737,L2,0.015,nan
56.27999999999737,L3,0.003,nan
56.27999999999737,L4,0.003,nan
56.28999999999737,L1,0.015,nan
56.28999999999737,L2,0.015,nan
56.28999999999737,L3,0.003,nan
56.28999999999737,L4,0.003,nan
56.29999999999737,L1,0.015,nan
56.29999999999737,L2,0.015,nan
56.29999999999737,L3,0.003,nan
56.29999999999737,L4,0.003,nan
56.309999999997366,L1,0.015,nan
56.309999999997366,L2,0.015,nan
56.309999999997366,L3,0.003,nan
56.309999999997366,L4,0.003,nan
56.319999999997364,L1,0.015,nan
56.319999999997364,L2,0.015,nan
56.319999999997364,L3,0.003,nan
56.319999999997364,L4,0.003,nan
56.32999999999736,L1,0.015,nan
56.32999999999736,L2,0.015,nan
56.32999999999736,L3,0.003,nan
56.32999999999736,L4,0.003,nan
56.33999999999736,L1,0.015,nan
56.33999999999736,L2,0.015,nan
56.33999999999736,L3,0.003,nan
56.33999999999736,L4,0.003,nan
56.34999999999736,L1,0.015,nan
56.34999999999736,L2,0.015,nan
56.34999999999736,L3,0.003,nan
56.34999999999736,L4,0.003,nan
56.359999999997356,L1,0.015,nan
56.359999999997356,L2,0.015,nan
56.359999999997356,L3,0.003,nan
56.359999999997356,L4,0.003,nan
56.369999999997354,L1,0.015,nan
56.369999999997354,L2,0.015,nan
56.369999999997354,L3,0.003,nan
56.369999999997354,L4,0.003,nan
56.37999999999735,L1,0.015,nan
56.37999999999735,L2,0.015,nan
56.37999999999735,L3,0.003,nan
56.37999999999735,L4,0.003,nan
56.38999999999735,L1,0.015,nan
56.38999999999735,L2,0.015,nan
56.38999999999735,L3,0.003,nan
56.38999999999735,L4,0.003,nan
56.39999999999735,L1,0.015,nan
56.39999999999735,L2,0.015,nan
56.39999999999735,L3,0.003,nan
56.39999999999735,L4,0.003,nan
56.409999999997346,L1,0.015,nan
56.409999999997346,L2,0.015,nan
56.409999999997346,L3,0.003,nan
56.409999999997346,L4,0.003,nan
56.419999999997344,L1,0.015,nan
56.419999999997344,L2,0.015,nan
56.419999999997344,L3,0.003,nan
56.419999999997344,L4,0.003,nan
56.42999999999734,L1,0.015,nan
56.42999999999734,L2,0.015,nan
56.42999999999734,L3,0.003,nan
56.42999999999734,L4,0.003,nan
56.43999999999734,L1,0.015,nan
56.43999999999734,L2,0.015,nan
56.43999999999734,L3,0.003,nan
56.43999999999734,L4,0.003,nan
56.44999999999734,L1,0.015,nan
56.44999999999734,L2,0.015,nan
56.44999999999734,L3,0.003,nan
56.44999999999734,L4,0.003,nan
56.459999999997336,L1,0.015,nan
56.459999999997336,L2,0.015,nan
56.459999999997336,L3,0.003,nan
56.459999999997336,L4,0.003,nan
56.469999999997334,L1,0.015,nan
56.469999999997334,L2,0.015,nan
56.469999999997334,L3,0.003,nan
56.469999999997334,L4,0.003,nan
56.47999999999733,L1,0.015,nan
56.47999999999733,L2,0.015,nan
56.47999999999733,L3,0.003,nan
56.47999999999733,L4,0.003,nan
56.48999999999733,L1,0.015,nan
56.48999999999733,L2,0.015,nan
56.48999999999733,L3,0.003,nan
56.48999999999733,L4,0.003,nan
56.49999999999733,L1,0.015,nan
56.49999999999733,L2,0.015,nan
56.49999999999733,L3,0.003,nan
56.49999999999733,L4,0.003,nan
56.509999999997326,L1,0.015,nan
56.509999999997326,L2,0.015,nan
56.509999999997326,L3,0.003,nan
56.509999999997326,L4,0.003,nan
56.519999999997324,L1,0.015,nan
56.519999999997324,L2,0.015,nan
56.519999999997324,L3,0.003,nan
56.519999999997324,L4,0.003,nan
56.52999999999732,L1,0.015,nan
56.52999999999732,L2,0.015,nan
56.52999999999732,L3,0.003,nan
56.52999999999732,L4,0.003,nan
56.53999999999732,L1,0.015,nan
56.53999999999732,L2,0.015,nan
56.53999999999732,L3,0.003,nan
56.53999999999732,L4,0.003,nan
56.54999999999732,L1,0.015,nan
56.54999999999732,L2,0.015,nan
56.54999999999732,L3,0.003,nan
56.54999999999732,L4,0.003,nan
56.559999999997316,L1,0.015,nan
56.559999999997316,L2,0.015,nan
56.559999999997316,L3,0.003,nan
56.559999999997316,L4,0.003,nan
56.569999999997314,L1,0.015,nan
56.569999999997314,L2,0.015,nan
56.569999999997314,L3,0.003,nan
56.569999999997314,L4,0.003,nan
56.57999999999731,L1,0.015,nan
56.57999999999731,L2,0.015,nan
56.57999999999731,L3,0.003,nan
56.57999999999731,L4,0.003,nan
56.58999999999731,L1,0.015,nan
56.58999999999731,L2,0.015,nan
56.58999999999731,L3,0.003,nan
56.58999999999731,L4,0.003,nan
56.59999999999731,L1,0.015,nan
56.59999999999731,L2,0.015,nan
56.59999999999731,L3,0.003,nan
56.59999999999731,L4,0.003,nan
56.60999999999731,L1,0.015,nan
56.60999999999731,L2,0.015,nan
56.60999999999731,L3,0.003,nan
56.60999999999731,L4,0.003,nan
56.619999999997304,L1,0.015,nan
56.619999999997304,L2,0.015,nan
56.619999999997304,L3,0.003,nan
56.619999999997304,L4,0.003,nan
56.6299999999973,L1,0.015,nan
56.6299999999973,L2,0.015,nan
56.6299999999973,L3,0.003,nan
56.6299999999973,L4,0.003,nan
56.6399999999973,L1,0.015,nan
56.6399999999973,L2,0.015,nan
56.6399999999973,L3,0.003,nan
56.6399999999973,L4,0.003,nan
56.6499999999973,L1,0.015,nan
56.6499999999973,L2,0.015,nan
56.6499999999973,L3,0.003,nan
56.6499999999973,L4,0.003,nan
56.6599999999973,L1,0.015,nan
56.6599999999973,L2,0.015,nan
56.6599999999973,L3,0.003,nan
56.6599999999973,L4,0.003,nan
56.669999999997295,L1,0.015,nan
56.669999999997295,L2,0.015,nan
56.669999999997295,L3,0.003,nan
56.669999999997295,L4,0.003,nan
56.67999999999729,L1,0.015,nan
56.67999999999729,L2,0.015,nan
56.67999999999729,L3,0.003,nan
56.67999999999729,L4,0.003,nan
56.68999999999729,L1,0.015,nan
56.68999999999729,L2,0.015,nan
56.68999999999729,L3,0.003,nan
56.68999999999729,L4,0.003,nan
56.69999999999729,L1,0.015,nan
56.69999999999729,L2,0.015,nan
56.69999999999729,L3,0.003,nan
56.69999999999729,L4,0.003,nan
56.70999999999729,L1,0.015,nan
56.70999999999729,L2,0.015,nan
56.70999999999729,L3,0.003,nan
56.70999999999729,L4,0.003,nan
56.719999999997285,L1,0.015,nan
56.719999999997285,L2,0.015,nan
56.719999999997285,L3,0.003,nan
56.719999999997285,L4,0.003,nan
56.72999999999728,L1,0.015,nan
56.72999999999728,L2,0.015,nan
56.72999999999728,L3,0.003,nan
56.72999999999728,L4,0.003,nan
56.73999999999728,L1,0.015,nan
56.73999999999728,L2,0.015,nan
56.73999999999728,L3,0.003,nan
56.73999999999728,L4,0.003,nan
56.74999999999728,L1,0.015,nan
56.74999999999728,L2,0.015,nan
56.74999999999728,L3,0.003,nan
56.74999999999728,L4,0.003,nan
56.75999999999728,L1,0.015,nan
56.75999999999728,L2,0.015,nan
56.75999999999728,L3,0.003,nan
56.75999999999728,L4,0.003,nan
56.769999999997275,L1,0.015,nan
56.769999999997275,L2,0.015,nan
56.769999999997275,L3,0.003,nan
56.769999999997275,L4,0.003,nan
56.77999999999727,L1,0.015,nan
56.77999999999727,L2,0.015,nan
56.77999999999727,L3,0.003,nan
56.77999999999727,L4,0.003,nan
56.78999999999727,L1,0.015,nan
56.78999999999727,L2,0.015,nan
56.78999999999727,L3,0.003,nan
56.78999999999727,L4,0.003,nan
56.79999999999727,L1,0.015,nan
56.79999999999727,L2,0.015,nan
56.79999999999727,L3,0.003,nan
56.79999999999727,L4,0.003,nan
56.80999999999727,L1,0.015,nan
56.80999999999727,L2,0.015,nan
56.80999999999727,L3,0.003,nan
56.80999999999727,L4,0.003,nan
56.819999999997265,L1,0.015,nan
56.819999999997265,L2,0.015,nan
56.819999999997265,L3,0.003,nan
56.819999999997265,L4,0.003,nan
56.82999999999726,L1,0.015,nan
56.82999999999726,L2,0.015,nan
56.82999999999726,L3,0.003,nan
56.82999999999726,L4,0.003,nan
56.83999999999726,L1,0.015,nan
56.83999999999726,L2,0.015,nan
56.83999999999726,L3,0.003,nan
56.83999999999726,L4,0.003,nan
56.84999999999726,L1,0.015,nan
56.84999999999726,L2,0.015,nan
56.84999999999726,L3,0.003,nan
56.84999999999726,L4,0.003,nan
56.85999999999726,L1,0.015,nan
56.85999999999726,L2,0.015,nan
56.85999999999726,L3,0.003,nan
56.85999999999726,L4,0.003,nan
56.869999999997255,L1,0.015,nan
56.869999999997255,L2,0.015,nan
56.869999999997255,L3,0.003,nan
56.869999999997255,L4,0.003,nan
56.87999999999725,L1,0.015,nan
56.87999999999725,L2,0.015,nan
56.87999999999725,L3,0.003,nan
56.87999999999725,L4,0.003,nan
56.88999999999725,L1,0.015,nan
56.88999999999725,L2,0.015,nan
56.88999999999725,L3,0.003,nan
56.88999999999725,L4,0.003,nan
56.89999999999725,L1,0.015,nan
56.89999999999725,L2,0.015,nan
56.89999999999725,L3,0.003,nan
56.89999999999725,L4,0.003,nan
56.90999999999725,L1,0.015,nan
56.90999999999725,L2,0.015,nan
56.90999999999725,L3,0.003,nan
56.90999999999725,L4,0.003,nan
56.919999999997245,L1,0.015,nan
56.919999999997245,L2,0.015,nan
56.919999999997245,L3,0.003,nan
56.919999999997245,L4,0.003,nan
56.92999999999724,L1,0.015,nan
56.92999999999724,L2,0.015,nan
56.92999999999724,L3,0.003,nan
56.92999999999724,L4,0.003,nan
56.93999999999724,L1,0.015,nan
56.93999999999724,L2,0.015,nan
56.93999999999724,L3,0.003,nan
56.93999999999724,L4,0.003,nan
56.94999999999724,L1,0.015,nan
56.94999999999724,L2,0.015,nan
56.94999999999724,L3,0.003,nan
56.94999999999724,L4,0.003,nan
56.95999999999724,L1,0.015,nan
56.95999999999724,L2,0.015,nan
56.95999999999724,L3,0.003,nan
56.95999999999724,L4,0.003,nan
56.969999999997235,L1,0.015,nan
56.969999999997235,L2,0.015,nan
56.969999999997235,L3,0.003,nan
56.969999999997235,L4,0.003,nan
56.97999999999723,L1,0.015,nan
56.97999999999723,L2,0.015,nan
56.97999999999723,L3,0.003,nan
56.97999999999723,L4,0.003,nan
56.98999999999723,L1,0.015,nan
56.98999999999723,L2,0.015,nan
56.98999999999723,L3,0.003,nan
56.98999999999723,L4,0.003,nan
56.99999999999723,L1,0.015,nan
56.99999999999723,L2,0.015,nan
56.99999999999723,L3,0.003,nan
56.99999999999723,L4,0.003,nan
57.00999999999723,L1,0.015,nan
57.00999999999723,L2,0.015,nan
57.00999999999723,L3,0.003,nan
57.00999999999723,L4,0.003,nan
57.019999999997225,L1,0.015,nan
57.019999999997225,L2,0.015,nan
57.019999999997225,L3,0.003,nan
57.019999999997225,L4,0.003,nan
57.02999999999722,L1,0.015,nan
57.02999999999722,L2,0.015,nan
57.02999999999722,L3,0.003,nan
57.02999999999722,L4,0.003,nan
57.03999999999722,L1,0.015,nan
57.03999999999722,L2,0.015,nan
57.03999999999722,L3,0.003,nan
57.03999999999722,L4,0.003,nan
57.04999999999722,L1,0.015,nan
57.04999999999722,L2,0.015,nan
57.04999999999722,L3,0.003,nan
57.04999999999722,L4,0.003,nan
57.05999999999722,L1,0.015,nan
57.05999999999722,L2,0.015,nan
57.05999999999722,L3,0.003,nan
57.05999999999722,L4,0.003,nan
57.069999999997215,L1,0.015,nan
57.069999999997215,L2,0.015,nan
57.069999999997215,L3,0.003,nan
57.069999999997215,L4,0.003,nan
57.07999999999721,L1,0.015,nan
57.07999999999721,L2,0.015,nan
57.07999999999721,L3,0.003,nan
57.07999999999721,L4,0.003,nan
57.08999999999721,L1,0.015,nan
57.08999999999721,L2,0.015,nan
57.08999999999721,L3,0.003,nan
57.08999999999721,L4,0.003,nan
57.09999999999721,L1,0.015,nan
57.09999999999721,L2,0.015,nan
57.09999999999721,L3,0.003,nan
57.09999999999721,L4,0.003,nan
57.10999999999721,L1,0.015,nan
57.10999999999721,L2,0.015,nan
57.10999999999721,L3,0.003,nan
57.10999999999721,L4,0.003,nan
57.119999999997205,L1,0.015,nan
57.119999999997205,L2,0.015,nan
57.119999999997205,L3,0.003,nan
57.119999999997205,L4,0.003,nan
57.1299999999972,L1,0.015,nan
57.1299999999972,L2,0.015,nan
57.1299999999972,L3,0.003,nan
57.1299999999972,L4,0.003,nan
57.1399999999972,L1,0.015,nan
57.1399999999972,L2,0.015,nan
57.1399999999972,L3,0.003,nan
57.1399999999972,L4,0.003,nan
57.1499999999972,L1,0.015,nan
57.1499999999972,L2,0.015,nan
57.1499999999972,L3,0.003,nan
57.1499999999972,L4,0.003,nan
57.1599999999972,L1,0.015,nan
57.1599999999972,L2,0.015,nan
57.1599999999972,L3,0.003,nan
57.1599999999972,L4,0.003,nan
57.169999999997195,L1,0.015,nan
57.169999999997195,L2,0.015,nan
57.169999999997195,L3,0.003,nan
57.169999999997195,L4,0.003,nan
57.17999999999719,L1,0.015,nan
57.17999999999719,L2,0.015,nan
57.17999999999719,L3,0.003,nan
57.17999999999719,L4,0.003,nan
57.18999999999719,L1,0.015,nan
57.18999999999719,L2,0.015,nan
57.18999999999719,L3,0.003,nan
57.18999999999719,L4,0.003,nan
57.19999999999719,L1,0.015,nan
57.19999999999719,L2,0.015,nan
57.19999999999719,L3,0.003,nan
57.19999999999719,L4,0.003,nan
57.20999999999719,L1,0.015,nan
57.20999999999719,L2,0.015,nan
57.20999999999719,L3,0.003,nan
57.20999999999719,L4,0.003,nan
57.219999999997185,L1,0.015,nan
57.219999999997185,L2,0.015,nan
57.219999999997185,L3,0.003,nan
57.219999999997185,L4,0.003,nan
57.22999999999718,L1,0.015,nan
57.22999999999718,L2,0.015,nan
57.22999999999718,L3,0.003,nan
57.22999999999718,L4,0.003,nan
57.23999999999718,L1,0.015,nan
57.23999999999718,L2,0.015,nan
57.23999999999718,L3,0.003,nan
57.23999999999718,L4,0.003,nan
57.24999999999718,L1,0.015,nan
57.24999999999718,L2,0.015,nan
57.24999999999718,L3,0.003,nan
57.24999999999718,L4,0.003,nan
57.25999999999718,L1,0.015,nan
57.25999999999718,L2,0.015,nan
57.25999999999718,L3,0.003,nan
57.25999999999718,L4,0.003,nan
57.269999999997175,L1,0.015,nan
57.269999999997175,L2,0.015,nan
57.269999999997175,L3,0.003,nan
57.269999999997175,L4,0.003,nan
57.27999999999717,L1,0.015,nan
57.27999999999717,L2,0.015,nan
57.27999999999717,L3,0.003,nan
57.27999999999717,L4,0.003,nan
57.28999999999717,L1,0.015,nan
57.28999999999717,L2,0.015,nan
57.28999999999717,L3,0.003,nan
57.28999999999717,L4,0.003,nan
57.29999999999717,L1,0.015,nan
57.29999999999717,L2,0.015,nan
57.29999999999717,L3,0.003,nan
57.29999999999717,L4,0.003,nan
57.30999999999717,L1,0.015,nan
57.30999999999717,L2,0.015,nan
57.30999999999717,L3,0.003,nan
57.30999999999717,L4,0.003,nan
57.319999999997165,L1,0.015,nan
57.319999999997165,L2,0.015,nan
57.319999999997165,L3,0.003,nan
57.319999999997165,L4,0.003,nan
57.32999999999716,L1,0.015,nan
57.32999999999716,L2,0.015,nan
57.32999999999716,L3,0.003,nan
57.32999999999716,L4,0.003,nan
57.33999999999716,L1,0.015,nan
57.33999999999716,L2,0.015,nan
57.33999999999716,L3,0.003,nan
57.33999999999716,L4,0.003,nan
57.34999999999716,L1,0.015,nan
57.34999999999716,L2,0.015,nan
57.34999999999716,L3,0.003,nan
57.34999999999716,L4,0.003,nan
57.35999999999716,L1,0.015,nan
57.35999999999716,L2,0.015,nan
57.35999999999716,L3,0.003,nan
57.35999999999716,L4,0.003,nan
57.369999999997155,L1,0.015,nan
57.369999999997155,L2,0.015,nan
57.369999999997155,L3,0.003,nan
57.369999999997155,L4,0.003,nan
57.37999999999715,L1,0.015,nan
57.37999999999715,L2,0.015,nan
57.37999999999715,L3,0.003,nan
57.37999999999715,L4,0.003,nan
57.38999999999715,L1,0.015,nan
57.38999999999715,L2,0.015,nan
57.38999999999715,L3,0.003,nan
57.38999999999715,L4,0.003,nan
57.39999999999715,L1,0.015,nan
57.39999999999715,L2,0.015,nan
57.39999999999715,L3,0.003,nan
57.39999999999715,L4,0.003,nan
57.40999999999715,L1,0.015,nan
57.40999999999715,L2,0.015,nan
57.40999999999715,L3,0.003,nan
57.40999999999715,L4,0.003,nan
57.419999999997145,L1,0.015,nan
57.419999999997145,L2,0.015,nan
57.419999999997145,L3,0.003,nan
57.419999999997145,L4,0.003,nan
57.42999999999714,L1,0.015,nan
57.42999999999714,L2,0.015,nan
57.42999999999714,L3,0.003,nan
57.42999999999714,L4,0.003,nan
57.43999999999714,L1,0.015,nan
57.43999999999714,L2,0.015,nan
57.43999999999714,L3,0.003,nan
57.43999999999714,L4,0.003,nan
57.44999999999714,L1,0.015,nan
57.44999999999714,L2,0.015,nan
57.44999999999714,L3,0.003,nan
57.44999999999714,L4,0.003,nan
57.45999999999714,L1,0.015,nan
57.45999999999714,L2,0.015,nan
57.45999999999714,L3,0.003,nan
57.45999999999714,L4,0.003,nan
57.469999999997135,L1,0.015,nan
57.469999999997135,L2,0.015,nan
57.469999999997135,L3,0.003,nan
57.469999999997135,L4,0.003,nan
57.47999999999713,L1,0.015,nan
57.47999999999713,L2,0.015,nan
57.47999999999713,L3,0.003,nan
57.47999999999713,L4,0.003,nan
57.48999999999713,L1,0.015,nan
57.48999999999713,L2,0.015,nan
57.48999999999713,L3,0.003,nan
57.48999999999713,L4,0.003,nan
57.49999999999713,L1,0.015,nan
57.49999999999713,L2,0.015,nan
57.49999999999713,L3,0.003,nan
57.49999999999713,L4,0.003,nan
57.50999999999713,L1,0.015,nan
57.50999999999713,L2,0.015,nan
57.50999999999713,L3,0.003,nan
57.50999999999713,L4,0.003,nan
57.519999999997125,L1,0.015,nan
57.519999999997125,L2,0.015,nan
57.519999999997125,L3,0.003,nan
57.519999999997125,L4,0.003,nan
57.52999999999712,L1,0.015,nan
57.52999999999712,L2,0.015,nan
57.52999999999712,L3,0.003,nan
57.52999999999712,L4,0.003,nan
57.53999999999712,L1,0.015,nan
57.53999999999712,L2,0.015,nan
57.53999999999712,L3,0.003,nan
57.53999999999712,L4,0.003,nan
57.54999999999712,L1,0.015,nan
57.54999999999712,L2,0.015,nan
57.54999999999712,L3,0.003,nan
57.54999999999712,L4,0.003,nan
57.55999999999712,L1,0.015,nan
57.55999999999712,L2,0.015,nan
57.55999999999712,L3,0.003,nan
57.55999999999712,L4,0.003,nan
57.569999999997115,L1,0.015,nan
57.569999999997115,L2,0.015,nan
57.569999999997115,L3,0.003,nan
57.569999999997115,L4,0.003,nan
57.57999999999711,L1,0.015,nan
57.57999999999711,L2,0.015,nan
57.57999999999711,L3,0.003,nan
57.57999999999711,L4,0.003,nan
57.58999999999711,L1,0.015,nan
57.58999999999711,L2,0.015,nan
57.58999999999711,L3,0.003,nan
57.58999999999711,L4,0.003,nan
57.59999999999711,L1,0.015,nan
57.59999999999711,L2,0.015,nan
57.59999999999711,L3,0.003,nan
57.59999999999711,L4,0.003,nan
57.60999999999711,L1,0.015,nan
57.60999999999711,L2,0.015,nan
57.60999999999711,L3,0.003,nan
57.60999999999711,L4,0.003,nan
57.619999999997106,L1,0.015,nan
57.619999999997106,L2,0.015,nan
57.619999999997106,L3,0.003,nan
57.619999999997106,L4,0.003,nan
57.6299999999971,L1,0.015,nan
57.6299999999971,L2,0.015,nan
57.6299999999971,L3,0.003,nan
57.6299999999971,L4,0.003,nan
57.6399999999971,L1,0.015,nan
57.6399999999971,L2,0.015,nan
57.6399999999971,L3,0.003,nan
57.6399999999971,L4,0.003,nan
57.6499999999971,L1,0.015,nan
57.6499999999971,L2,0.015,nan
57.6499999999971,L3,0.003,nan
57.6499999999971,L4,0.003,nan
57.6599999999971,L1,0.015,nan
57.6599999999971,L2,0.015,nan
57.6599999999971,L3,0.003,nan
57.6599999999971,L4,0.003,nan
57.669999999997096,L1,0.015,nan
57.669999999997096,L2,0.015,nan
57.669999999997096,L3,0.003,nan
57.669999999997096,L4,0.003,nan
57.679999999997094,L1,0.015,nan
57.679999999997094,L2,0.015,nan
57.679999999997094,L3,0.003,nan
57.679999999997094,L4,0.003,nan
57.68999999999709,L1,0.015,nan
57.68999999999709,L2,0.015,nan
57.68999999999709,L3,0.003,nan
57.68999999999709,L4,0.003,nan
57.69999999999709,L1,0.015,nan
57.69999999999709,L2,0.015,nan
57.69999999999709,L3,0.003,nan
57.69999999999709,L4,0.003,nan
57.70999999999709,L1,0.015,nan
57.70999999999709,L2,0.015,nan
57.70999999999709,L3,0.003,nan
57.70999999999709,L4,0.003,nan
57.719999999997086,L1,0.015,nan
57.719999999997086,L2,0.015,nan
57.719999999997086,L3,0.003,nan
57.719999999997086,L4,0.003,nan
57.729999999997084,L1,0.015,nan
57.729999999997084,L2,0.015,nan
57.729999999997084,L3,0.003,nan
57.729999999997084,L4,0.003,nan
57.73999999999708,L1,0.015,nan
57.73999999999708,L2,0.015,nan
57.73999999999708,L3,0.003,nan
57.73999999999708,L4,0.003,nan
57.74999999999708,L1,0.015,nan
57.74999999999708,L2,0.015,nan
57.74999999999708,L3,0.003,nan
57.74999999999708,L4,0.003,nan
