time,link,area,delta_p
8.889999999999855,L1,0.015,15.0
8.889999999999855,L2,0.015,20.0
8.889999999999855,L3,0.003,15.0
8.889999999999855,L4,0.003,10.0
8.899999999999855,L1,0.015,15.0
8.899999999999855,L2,0.015,20.0
8.899999999999855,L3,0.003,15.0
8.899999999999855,L4,0.003,10.0
8.909999999999854,L1,0.015,15.0
8.909999999999854,L2,0.015,20.0
8.909999999999854,L3,0.003,15.0
8.909999999999854,L4,0.003,10.0
8.919999999999854,L1,0.015,15.0
8.919999999999854,L2,0.015,20.0
8.919999999999854,L3,0.003,15.0
8.919999999999854,L4,0.003,10.0
8.929999999999854,L1,0.015,15.0
8.929999999999854,L2,0.015,20.0
8.929999999999854,L3,0.003,15.0
8.929999999999854,L4,0.003,10.0
8.939999999999854,L1,0.015,15.0
8.939999999999854,L2,0.015,20.0
8.939999999999854,L3,0.003,15.0
8.939999999999854,L4,0.003,10.0
8.949999999999854,L1,0.015,15.0
8.949999999999854,L2,0.015,20.0
8.949999999999854,L3,0.003,15.0
8.949999999999854,L4,0.003,10.0
8.959999999999853,L1,0.015,15.0
8.959999999999853,L2,0.015,20.0
8.959999999999853,L3,0.003,15.0
8.959999999999853,L4,0.003,10.0
8.969999999999853,L1,0.015,15.0
8.969999999999853,L2,0.015,20.0
8.969999999999853,L3,0.003,15.0
8.969999999999853,L4,0.003,10.0
8.979999999999853,L1,0.015,15.0
8.979999999999853,L2,0.015,20.0
8.979999999999853,L3,0.003,15.0
8.979999999999853,L4,0.003,10.0
8.989999999999853,L1,0.015,15.0
8.989999999999853,L2,0.015,20.0
8.989999999999853,L3,0.003,15.0
8.989999999999853,L4,0.003,10.0
8.999999999999853,L1,0.015,15.0
8.999999999999853,L2,0.015,20.0
8.999999999999853,L3,0.003,15.0
8.999999999999853,L4,0.003,10.0
9.009999999999852,L1,0.015,15.0
9.009999999999852,L2,0.015,20.0
9.009999999999852,L3,0.003,15.0
9.009999999999852,L4,0.003,10.0
9.019999999999852,L1,0.015,15.0
9.019999999999852,L2,0.015,20.0
9.019999999999852,L3,0.003,15.0
9.019999999999852,L4,0.003,10.0
9.029999999999852,L1,0.015,15.0
9.029999999999852,L2,0.015,20.0
9.029999999999852,L3,0.003,15.0
9.029999999999852,L4,0.003,10.0
9.039999999999852,L1,0.015,15.0
9.039999999999852,L2,0.015,20.0
9.039999999999852,L3,0.003,15.0
9.039999999999852,L4,0.003,10.0
9.049999999999851,L1,0.015,15.0
9.049999999999851,L2,0.015,20.0
9.049999999999851,L3,0.003,15.0
9.049999999999851,L4,0.003,10.0
9.059999999999851,L1,0.015,15.0
9.059999999999851,L2,0.015,20.0
9.059999999999851,L3,0.003,15.0
9.059999999999851,L4,0.003,10.0
9.069999999999851,L1,0.015,15.0
9.069999999999851,L2,0.015,20.0
9.069999999999851,L3,0.003,15.0
9.069999999999851,L4,0.003,10.0
9.07999999999985,L1,0.015,15.0
9.07999999999985,L2,0.015,20.0
9.07999999999985,L3,0.003,15.0
9.07999999999985,L4,0.003,10.0
9.08999999999985,L1,0.015,15.0
9.08999999999985,L2,0.015,20.0
9.08999999999985,L3,0.003,15.0
9.08999999999985,L4,0.003,10.0
9.09999999999985,L1,0.015,15.0
9.09999999999985,L2,0.015,20.0
9.09999999999985,L3,0.003,15.0
9.09999999999985,L4,0.003,10.0
9.10999999999985,L1,0.015,15.0
9.10999999999985,L2,0.015,20.0
9.10999999999985,L3,0.003,15.0
9.10999999999985,L4,0.003,10.0
9.11999999999985,L1,0.015,15.0
9.11999999999985,L2,0.015,20.0
9.11999999999985,L3,0.003,15.0
9.11999999999985,L4,0.003,10.0
9.12999999999985,L1,0.015,15.0
9.12999999999985,L2,0.015,20.0
9.12999999999985,L3,0.003,15.0
9.12999999999985,L4,0.003,10.0
9.13999999999985,L1,0.015,15.0
9.13999999999985,L2,0.015,20.0
9.13999999999985,L3,0.003,15.0
9.13999999999985,L4,0.003,10.0
9.14999999999985,L1,0.015,15.0
9.14999999999985,L2,0.015,20.0
9.14999999999985,L3,0.003,15.0
9.14999999999985,L4,0.003,10.0
9.15999999999985,L1,0.015,15.0
9.15999999999985,L2,0.015,20.0
9.15999999999985,L3,0.003,15.0
9.15999999999985,L4,0.003,10.0
9.169999999999849,L1,0.015,15.0
9.169999999999849,L2,0.015,20.0
9.169999999999849,L3,0.003,15.0
9.169999999999849,L4,0.003,10.0
9.179999999999849,L1,0.015,15.0
9.179999999999849,L2,0.015,20.0
9.179999999999849,L3,0.003,15.0
9.179999999999849,L4,0.003,10.0
9.189999999999849,L1,0.015,15.0
9.189999999999849,L2,0.015,20.0
9.189999999999849,L3,0.003,15.0
9.189999999999849,L4,0.003,10.0
9.199999999999848,L1,0.015,15.0
9.199999999999848,L2,0.015,20.0
9.199999999999848,L3,0.003,15.0
9.199999999999848,L4,0.003,10.0
9.209999999999848,L1,0.015,15.0
9.209999999999848,L2,0.015,20.0
9.209999999999848,L3,0.003,15.0
9.209999999999848,L4,0.003,10.0
9.219999999999848,L1,0.015,15.0
9.219999999999848,L2,0.015,20.0
9.219999999999848,L3,0.003,15.0
9.219999999999848,L4,0.003,10.0
9.229999999999848,L1,0.015,15.0
9.229999999999848,L2,0.015,20.0
9.229999999999848,L3,0.003,15.0
9.229999999999848,L4,0.003,10.0
9.239999999999847,L1,0.015,15.0
9.239999999999847,L2,0.015,20.0
9.239999999999847,L3,0.003,15.0
9.239999999999847,L4,0.003,10.0
9.249999999999847,L1,0.015,15.0
9.249999999999847,L2,0.015,20.0
9.249999999999847,L3,0.003,15.0
9.249999999999847,L4,0.003,10.0
9.259999999999847,L1,0.015,15.0
9.259999999999847,L2,0.015,20.0
9.259999999999847,L3,0.003,15.0
9.259999999999847,L4,0.003,10.0
9.269999999999847,L1,0.015,15.0
9.269999999999847,L2,0.015,20.0
9.269999999999847,L3,0.003,15.0
9.269999999999847,L4,0.003,10.0
9.279999999999847,L1,0.015,15.0
9.279999999999847,L2,0.015,20.0
9.279999999999847,L3,0.003,15.0
9.279999999999847,L4,0.003,10.0
9.289999999999846,L1,0.015,15.0
9.289999999999846,L2,0.015,20.0
9.289999999999846,L3,0.003,15.0
9.289999999999846,L4,0.003,10.0
9.299999999999846,L1,0.015,15.0
9.299999999999846,L2,0.015,20.0
9.299999999999846,L3,0.003,15.0
9.299999999999846,L4,0.003,10.0
9.309999999999846,L1,0.015,15.0
9.309999999999846,L2,0.015,20.0
9.309999999999846,L3,0.003,15.0
9.309999999999846,L4,0.003,10.0
9.319999999999846,L1,0.015,15.0
9.319999999999846,L2,0.015,20.0
9.319999999999846,L3,0.003,15.0
9.319999999999846,L4,0.003,10.0
9.329999999999846,L1,0.015,15.0
9.329999999999846,L2,0.015,20.0
9.329999999999846,L3,0.003,15.0
9.329999999999846,L4,0.003,10.0
9.339999999999845,L1,0.015,15.0
9.339999999999845,L2,0.015,20.0
9.339999999999845,L3,0.003,15.0
9.339999999999845,L4,0.003,10.0
9.349999999999845,L1,0.015,15.0
9.349999999999845,L2,0.015,20.0
9.349999999999845,L3,0.003,15.0
9.349999999999845,L4,0.003,10.0
9.359999999999845,L1,0.015,15.0
9.359999999999845,L2,0.015,20.0
9.359999999999845,L3,0.003,15.0
9.359999999999845,L4,0.003,10.0
9.369999999999845,L1,0.015,15.0
9.369999999999845,L2,0.015,20.0
9.369999999999845,L3,0.003,15.0
9.369999999999845,L4,0.003,10.0
9.379999999999844,L1,0.015,15.0
9.379999999999844,L2,0.015,20.0
9.379999999999844,L3,0.003,15.0
9.379999999999844,L4,0.003,10.0
9.389999999999844,L1,0.015,15.0
9.389999999999844,L2,0.015,20.0
9.389999999999844,L3,0.003,15.0
9.389999999999844,L4,0.003,10.0
9.399999999999844,L1,0.015,15.0
9.399999999999844,L2,0.015,20.0
9.399999999999844,L3,0.003,15.0
9.399999999999844,L4,0.003,10.0
9.409999999999844,L1,0.015,15.0
9.409999999999844,L2,0.015,20.0
9.409999999999844,L3,0.003,15.0
9.409999999999844,L4,0.003,10.0
9.419999999999844,L1,0.015,15.0
9.419999999999844,L2,0.015,20.0
9.419999999999844,L3,0.003,15.0
9.419999999999844,L4,0.003,10.0
9.429999999999843,L1,0.015,15.0
9.429999999999843,L2,0.015,20.0
9.429999999999843,L3,0.003,15.0
9.429999999999843,L4,0.003,10.0
9.439999999999843,L1,0.015,15.0
9.439999999999843,L2,0.015,20.0
9.439999999999843,L3,0.003,15.0
9.439999999999843,L4,0.003,10.0
9.449999999999843,L1,0.015,15.0
9.449999999999843,L2,0.015,20.0
9.449999999999843,L3,0.003,15.0
9.449999999999843,L4,0.003,10.0
9.459999999999843,L1,0.015,15.0
9.459999999999843,L2,0.015,20.0
9.459999999999843,L3,0.003,15.0
9.459999999999843,L4,0.003,10.0
9.469999999999843,L1,0.015,15.0
9.469999999999843,L2,0.015,20.0
9.469999999999843,L3,0.003,15.0
9.469999999999843,L4,0.003,10.0
9.479999999999842,L1,0.015,15.0
9.479999999999842,L2,0.015,20.0
9.479999999999842,L3,0.003,15.0
9.479999999999842,L4,0.003,10.0
9.489999999999842,L1,0.015,15.0
9.489999999999842,L2,0.015,20.0
9.489999999999842,L3,0.003,15.0
9.489999999999842,L4,0.003,10.0
9.499999999999842,L1,0.015,15.0
9.499999999999842,L2,0.015,20.0
9.499999999999842,L3,0.003,15.0
9.499999999999842,L4,0.003,10.0
9.509999999999842,L1,0.015,15.0
9.509999999999842,L2,0.015,20.0
9.509999999999842,L3,0.003,15.0
9.509999999999842,L4,0.003,10.0
9.519999999999841,L1,0.015,15.0
9.519999999999841,L2,0.015,20.0
9.519999999999841,L3,0.003,15.0
9.519999999999841,L4,0.003,10.0
9.529999999999841,L1,0.015,15.0
9.529999999999841,L2,0.015,20.0
9.529999999999841,L3,0.003,15.0
9.529999999999841,L4,0.003,10.0
9.539999999999841,L1,0.015,15.0
9.539999999999841,L2,0.015,20.0
9.539999999999841,L3,0.003,15.0
9.539999999999841,L4,0.003,10.0
9.54999999999984,L1,0.015,15.0
9.54999999999984,L2,0.015,20.0
9.54999999999984,L3,0.003,15.0
9.54999999999984,L4,0.003,10.0
9.55999999999984,L1,0.015,15.0
9.55999999999984,L2,0.015,20.0
9.55999999999984,L3,0.003,15.0
9.55999999999984,L4,0.003,10.0
9.56999999999984,L1,0.015,15.0
9.56999999999984,L2,0.015,20.0
9.56999999999984,L3,0.003,15.0
9.56999999999984,L4,0.003,10.0
9.57999999999984,L1,0.015,15.0
9.57999999999984,L2,0.015,20.0
9.57999999999984,L3,0.003,15.0
9.57999999999984,L4,0.003,10.0
9.58999999999984,L1,0.015,15.0
9.58999999999984,L2,0.015,20.0
9.58999999999984,L3,0.003,15.0
9.58999999999984,L4,0.003,10.0
9.59999999999984,L1,0.015,15.0
9.59999999999984,L2,0.015,20.0
9.59999999999984,L3,0.003,15.0
9.59999999999984,L4,0.003,10.0
9.60999999999984,L1,0.015,15.0
9.60999999999984,L2,0.015,20.0
9.60999999999984,L3,0.003,15.0
9.60999999999984,L4,0.003,10.0
9.61999999999984,L1,0.015,15.0
9.61999999999984,L2,0.015,20.0
9.61999999999984,L3,0.003,15.0
9.61999999999984,L4,0.003,10.0
9.62999999999984,L1,0.015,15.0
9.62999999999984,L2,0.015,20.0
9.62999999999984,L3,0.003,15.0
9.62999999999984,L4,0.003,10.0
9.639999999999839,L1,0.015,15.0
9.639999999999839,L2,0.015,20.0
9.639999999999839,L3,0.003,15.0
9.639999999999839,L4,0.003,10.0
9.649999999999839,L1,0.015,15.0
9.649999999999839,L2,0.015,20.0
9.649999999999839,L3,0.003,15.0
9.649999999999839,L4,0.003,10.0
9.659999999999838,L1,0.015,15.0
9.659999999999838,L2,0.015,20.0
9.659999999999838,L3,0.003,15.0
9.659999999999838,L4,0.003,10.0
9.669999999999838,L1,0.015,15.0
9.669999999999838,L2,0.015,20.0
9.669999999999838,L3,0.003,15.0
9.669999999999838,L4,0.003,10.0
9.679999999999838,L1,0.015,15.0
9.679999999999838,L2,0.015,20.0
9.679999999999838,L3,0.003,15.0
9.679999999999838,L4,0.003,10.0
9.689999999999838,L1,0.015,15.0
9.689999999999838,L2,0.015,20.0
9.689999999999838,L3,0.003,15.0
9.689999999999838,L4,0.003,10.0
9.699999999999838,L1,0.015,15.0
9.699999999999838,L2,0.015,20.0
9.699999999999838,L3,0.003,15.0
9.699999999999838,L4,0.003,10.0
9.709999999999837,L1,0.015,15.0
9.709999999999837,L2,0.015,20.0
9.709999999999837,L3,0.003,15.0
9.709999999999837,L4,0.003,10.0
9.719999999999837,L1,0.015,15.0
9.719999999999837,L2,0.015,20.0
9.719999999999837,L3,0.003,15.0
9.719999999999837,L4,0.003,10.0
9.729999999999837,L1,0.015,15.0
9.729999999999837,L2,0.015,20.0
9.729999999999837,L3,0.003,15.0
9.729999999999837,L4,0.003,10.0
9.739999999999837,L1,0.015,15.0
9.739999999999837,L2,0.015,20.0
9.739999999999837,L3,0.003,15.0
9.739999999999837,L4,0.003,10.0
9.749999999999837,L1,0.015,15.0
9.749999999999837,L2,0.015,20.0
9.749999999999837,L3,0.003,15.0
9.749999999999837,L4,0.003,10.0
9.759999999999836,L1,0.015,15.0
9.759999999999836,L2,0.015,20.0
9.759999999999836,L3,0.003,15.0
9.759999999999836,L4,0.003,10.0
9.769999999999836,L1,0.015,15.0
9.769999999999836,L2,0.015,20.0
9.769999999999836,L3,0.003,15.0
9.769999999999836,L4,0.003,10.0
9.779999999999836,L1,0.015,15.0
9.779999999999836,L2,0.015,20.0
9.779999999999836,L3,0.003,15.0
9.779999999999836,L4,0.003,10.0
9.789999999999836,L1,0.015,15.0
9.789999999999836,L2,0.015,20.0
9.789999999999836,L3,0.003,15.0
9.789999999999836,L4,0.003,10.0
9.799999999999836,L1,0.015,15.0
9.799999999999836,L2,0.015,20.0
9.799999999999836,L3,0.003,15.0
9.799999999999836,L4,0.003,10.0
9.809999999999835,L1,0.015,15.0
9.809999999999835,L2,0.015,20.0
9.809999999999835,L3,0.003,15.0
9.809999999999835,L4,0.003,10.0
9.819999999999835,L1,0.015,15.0
9.819999999999835,L2,0.015,20.0
9.819999999999835,L3,0.003,15.0
9.819999999999835,L4,0.003,10.0
9.829999999999835,L1,0.015,15.0
9.829999999999835,L2,0.015,20.0
9.829999999999835,L3,0.003,15.0
9.829999999999835,L4,0.003,10.0
9.839999999999835,L1,0.015,15.0
9.839999999999835,L2,0.015,20.0
9.839999999999835,L3,0.003,15.0
9.839999999999835,L4,0.003,10.0
9.849999999999834,L1,0.015,15.0
9.849999999999834,L2,0.015,20.0
9.849999999999834,L3,0.003,15.0
9.849999999999834,L4,0.003,10.0
9.859999999999834,L1,0.015,15.0
9.859999999999834,L2,0.015,20.0
9.859999999999834,L3,0.003,15.0
9.859999999999834,L4,0.003,10.0
9.869999999999834,L1,0.015,15.0
9.869999999999834,L2,0.015,20.0
9.869999999999834,L3,0.003,15.0
9.869999999999834,L4,0.003,10.0
9.879999999999834,L1,0.015,15.0
9.879999999999834,L2,0.015,20.0
9.879999999999834,L3,0.003,15.0
9.879999999999834,L4,0.003,10.0
9.889999999999834,L1,0.015,15.0
9.889999999999834,L2,0.015,20.0
9.889999999999834,L3,0.003,15.0
9.889999999999834,L4,0.003,10.0
9.899999999999833,L1,0.015,15.0
9.899999999999833,L2,0.015,20.0
9.899999999999833,L3,0.003,15.0
9.899999999999833,L4,0.003,10.0
9.909999999999833,L1,0.015,15.0
9.909999999999833,L2,0.015,20.0
9.909999999999833,L3,0.003,15.0
9.909999999999833,L4,0.003,10.0
9.919999999999833,L1,0.015,15.0
9.919999999999833,L2,0.015,20.0
9.919999999999833,L3,0.003,15.0
9.919999999999833,L4,0.003,10.0
9.929999999999833,L1,0.015,15.0
9.929999999999833,L2,0.015,20.0
9.929999999999833,L3,0.003,15.0
9.929999999999833,L4,0.003,10.0
9.939999999999833,L1,0.015,15.0
9.939999999999833,L2,0.015,20.0
9.939999999999833,L3,0.003,15.0
9.939999999999833,L4,0.003,10.0
9.949999999999832,L1,0.015,15.0
9.949999999999832,L2,0.015,20.0
9.949999999999832,L3,0.003,15.0
9.949999999999832,L4,0.003,10.0
9.959999999999832,L1,0.015,15.0
9.959999999999832,L2,0.015,20.0
9.959999999999832,L3,0.003,15.0
9.959999999999832,L4,0.003,10.0
9.969999999999832,L1,0.015,15.0
9.969999999999832,L2,0.015,20.0
9.969999999999832,L3,0.003,15.0
9.969999999999832,L4,0.003,10.0
9.979999999999832,L1,0.015,15.0
9.979999999999832,L2,0.015,20.0
9.979999999999832,L3,0.003,15.0
9.979999999999832,L4,0.003,10.0
9.989999999999831,L1,0.015,15.0
9.989999999999831,L2,0.015,20.0
9.989999999999831,L3,0.003,15.0
9.989999999999831,L4,0.003,10.0
9.999999999999831,L1,0.015,15.0
9.999999999999831,L2,0.015,20.0
9.999999999999831,L3,0.003,15.0
9.999999999999831,L4,0.003,10.0
10.009999999999831,L1,0.015,15.0
10.009999999999831,L2,0.015,20.0
10.009999999999831,L3,0.003,15.0
10.009999999999831,L4,0.003,10.0
10.01999999999983,L1,0.021991048091776218,1.634984244112731e+20
10.01999999999983,L2,0.015,4.32275684644574e+18
10.01999999999983,L3,0.003,-1.0965837956446e+20
10.01999999999983,L4,0.003,4.951728800036736e+19
10.02999999999983,L1,0.03298638373240135,1.289775150567415e+40
10.02999999999983,L2,0.015,3.4100538660854346e+38
10.02999999999983,L3,0.003,-8.650520859823045e+39
10.02999999999983,L4,0.003,3.906225259242561e+39
10.03999999999983,L1,0.04398149328804585,1.0174531928081774e+60
10.03999999999983,L2,0.015,2.6900581796525545e+58
10.03999999999983,L3,0.003,-6.824057716113252e+59
10.03999999999983,L4,0.003,3.0814683940032664e+59
10.04999999999983,L1,0.05497630139945994,8.02629046698668e+79
10.04999999999983,L2,0.015,2.1220817306979015e+78
10.04999999999983,L3,0.003,-5.3832323472135185e+79
10.04999999999983,L4,0.003,2.430849946703371e+79
10.05999999999983,L1,0.0659707327094599,6.331626763353885e+99
10.05999999999983,L2,0.015,1.6740273150313184e+98
10.05999999999983,L3,0.003,-4.246621542437912e+99
10.05999999999983,L4,0.003,1.9176024894128412e+99
10.06999999999983,L1,0.07696471186344457,4.99477282006093e+119
10.06999999999983,L2,0.015,1.3205747031003171e+118
10.06999999999983,L3,0.003,-3.349993714098615e+119
10.06999999999983,L4,0.003,1.5127216356522835e+119
10.07999999999983,L1,0.08795816350991184,3.9401810082065685e+139
10.07999999999983,L2,0.015,1.0417497556996597e+138
10.07999999999983,L3,0.003,-2.642679073788541e+139
10.07999999999983,L4,0.003,1.1933269588480613e+139
10.08999999999983,L1,0.09895101230097504,3.1082547568684717e+159
10.08999999999983,L2,0.015,8.217956552950004e+157
10.08999999999983,L3,0.003,-2.084706206357471e+159
10.08999999999983,L4,0.003,9.413689849815006e+158
10.09999999999983,L1,0.10994318289287941,2.4519806611607767e+179
10.09999999999983,L2,0.015,6.482824645426939e+177
10.09999999999983,L3,0.003,-1.644543225067025e+179
10.09999999999983,L4,0.003,7.426091896394823e+178
10.109999999999829,L1,0.12093459994651852,1.934271683947706e+199
10.109999999999829,L2,0.015,5.114046918180628e+197
10.109999999999829,L3,0.003,-1.2973158572014597e+199
10.109999999999829,L4,0.003,5.858153575644397e+198
10.119999999999829,L1,0.13192518812795057,1.525871311542357e+219
10.119999999999829,L2,0.015,4.034271681218628e+217
10.119999999999829,L3,0.003,-1.023401761469518e+219
10.119999999999829,L4,0.003,4.621268332606526e+218
10.129999999999828,L1,0.14291487210891476,1.2037002240740755e+239
10.129999999999828,L2,0.015,3.1824792103535458e+237
10.129999999999828,L3,0.003,-8.07321639957632e+238
10.129999999999828,L4,0.003,3.64553792012908e+238
10.139999999999828,L1,0.15390357656734766,9.495520483778093e+258
10.139999999999828,L2,0.015,2.5105334307265567e+257
10.139999999999828,L3,0.003,-6.368644797014863e+258
10.139999999999828,L4,0.003,2.8758223436905737e+258
10.149999999999828,L1,0.16489122618789925,7.490644884377844e+278
10.149999999999828,L2,0.015,1.9804616747505705e+277
10.149999999999828,L3,0.003,-5.023974899604296e+278
10.149999999999828,L4,0.003,2.268623817298491e+278
10.159999999999828,L1,0.17587774566244932,5.90907690417945e+298
10.159999999999828,L2,0.015,1.562308789499228e+297
10.159999999999828,L3,0.003,-3.963217387109522e+298
10.159999999999828,L4,0.003,1.7896286381200045e+298
10.169999999999828,L1,0.18686305969062353,nan
10.169999999999828,L2,0.015,nan
10.169999999999828,L3,0.003,nan
10.169999999999828,L4,0.003,nan
10.179999999999827,L1,0.1978470929803096,nan
10.179999999999827,L2,0.015,nan
10.179999999999827,L3,0.003,nan
10.179999999999827,L4,0.003,nan
10.189999999999827,L1,0.2088297702481732,nan
10.189999999999827,L2,0.015,nan
10.189999999999827,L3,0.003,nan
10.189999999999827,L4,0.003,nan
10.199999999999827,L1,0.21981101622017413,nan
10.199999999999827,L2,0.015,nan
10.199999999999827,L3,0.003,nan
10.199999999999827,L4,0.003,nan
10.209999999999827,L1,0.23079075563208196,nan
10.209999999999827,L2,0.015,nan
10.209999999999827,L3,0.003,nan
10.209999999999827,L4,0.003,nan
10.219999999999827,L1,0.24176891322999222,nan
10.219999999999827,L2,0.015,nan
10.219999999999827,L3,0.003,nan
10.219999999999827,L4,0.003,nan
10.229999999999826,L1,0.2527454137708419,nan
10.229999999999826,L2,0.015,nan
10.229999999999826,L3,0.003,nan
10.229999999999826,L4,0.003,nan
10.239999999999826,L1,0.2637201820229254,nan
10.239999999999826,L2,0.015,nan
10.239999999999826,L3,0.003,nan
10.239999999999826,L4,0.003,nan
10.249999999999826,L1,0.2746931427664099,nan
10.249999999999826,L2,0.015,nan
10.249999999999826,L3,0.003,nan
10.249999999999826,L4,0.003,nan
10.259999999999826,L1,0.28566422079385106,nan
10.259999999999826,L2,0.015,nan
10.259999999999826,L3,0.003,nan
10.259999999999826,L4,0.003,nan
10.269999999999825,L1,0.2966333409107087,nan
10.269999999999825,L2,0.015,nan
10.269999999999825,L3,0.003,nan
10.269999999999825,L4,0.003,nan
10.279999999999825,L1,0.3076004279358615,nan
10.279999999999825,L2,0.015,nan
10.279999999999825,L3,0.003,nan
10.279999999999825,L4,0.003,nan
10.289999999999825,L1,0.3185654067021231,nan
10.289999999999825,L2,0.015,nan
10.289999999999825,L3,0.003,nan
10.289999999999825,L4,0.003,nan
10.299999999999825,L1,0.32952820205675676,nan
10.299999999999825,L2,0.015,nan
10.299999999999825,L3,0.003,nan
10.299999999999825,L4,0.003,nan
10.309999999999825,L1,0.34048873886199066,nan
10.309999999999825,L2,0.015,nan
10.309999999999825,L3,0.003,nan
10.309999999999825,L4,0.003,nan
10.319999999999824,L1,0.35144694199553267,nan
10.319999999999824,L2,0.015,nan
10.319999999999824,L3,0.003,nan
10.319999999999824,L4,0.003,nan
10.329999999999824,L1,0.3624027363510856,nan
10.329999999999824,L2,0.015,nan
10.329999999999824,L3,0.003,nan
10.329999999999824,L4,0.003,nan
10.339999999999824,L1,0.37335604683886164,nan
10.339999999999824,L2,0.015,nan
10.339999999999824,L3,0.003,nan
10.339999999999824,L4,0.003,nan
10.349999999999824,L1,0.3843067983860971,nan
10.349999999999824,L2,0.015,nan
10.349999999999824,L3,0.003,nan
10.349999999999824,L4,0.003,nan
10.359999999999824,L1,0.395254915937567,nan
10.359999999999824,L2,0.015,nan
10.359999999999824,L3,0.003,nan
10.359999999999824,L4,0.003,nan
10.369999999999823,L1,0.40620032445609955,nan
10.369999999999823,L2,0.015,nan
10.369999999999823,L3,0.003,nan
10.369999999999823,L4,0.003,nan
10.379999999999823,L1,0.4171429489230904,nan
10.379999999999823,L2,0.015,nan
10.379999999999823,L3,0.003,nan
10.379999999999823,L4,0.003,nan
10.389999999999823,L1,0.4280827143390165,nan
10.389999999999823,L2,0.015,nan
10.389999999999823,L3,0.003,nan
10.389999999999823,L4,0.003,nan
10.399999999999823,L1,0.43901954572395074,nan
10.399999999999823,L2,0.015,nan
10.399999999999823,L3,0.003,nan
10.399999999999823,L4,0.003,nan
10.409999999999823,L1,0.44995336811807535,nan
10.409999999999823,L2,0.015,nan
10.409999999999823,L3,0.003,nan
10.409999999999823,L4,0.003,nan
10.419999999999822,L1,0.4608841065821959,nan
10.419999999999822,L2,0.015,nan
10.419999999999822,L3,0.003,nan
10.419999999999822,L4,0.003,nan
10.429999999999822,L1,0.4718116861982549,nan
10.429999999999822,L2,0.015,nan
10.429999999999822,L3,0.003,nan
10.429999999999822,L4,0.003,nan
10.439999999999822,L1,0.4827360320698452,nan
10.439999999999822,L2,0.015,nan
10.439999999999822,L3,0.003,nan
10.439999999999822,L4,0.003,nan
10.449999999999822,L1,0.4936570693227234,nan
10.449999999999822,L2,0.015,nan
10.449999999999822,L3,0.003,nan
10.449999999999822,L4,0.003,nan
10.459999999999821,L1,0.5045747231053229,nan
10.459999999999821,L2,0.015,nan
10.459999999999821,L3,0.003,nan
10.459999999999821,L4,0.003,nan
10.469999999999821,L1,0.5154889185892673,nan
10.469999999999821,L2,0.015,nan
10.469999999999821,L3,0.003,nan
10.469999999999821,L4,0.003,nan
10.479999999999821,L1,0.5263995809698825,nan
10.479999999999821,L2,0.015,nan
10.479999999999821,L3,0.003,nan
10.479999999999821,L4,0.003,nan
10.48999999999982,L1,0.5373066354667106,nan
10.48999999999982,L2,0.015,nan
10.48999999999982,L3,0.003,nan
10.48999999999982,L4,0.003,nan
10.49999999999982,L1,0.5482100073240211,nan
10.49999999999982,L2,0.015,nan
10.49999999999982,L3,0.003,nan
10.49999999999982,L4,0.003,nan
10.50999999999982,L1,0.5591096218113242,nan
10.50999999999982,L2,0.015,nan
10.50999999999982,L3,0.003,nan
10.50999999999982,L4,0.003,nan
10.51999999999982,L1,0.5700054042238826,nan
10.51999999999982,L2,0.015,nan
10.51999999999982,L3,0.003,nan
10.51999999999982,L4,0.003,nan
10.52999999999982,L1,0.5808972798832235,nan
10.52999999999982,L2,0.015,nan
10.52999999999982,L3,0.003,nan
10.52999999999982,L4,0.003,nan
10.53999999999982,L1,0.5917851741376511,nan
10.53999999999982,L2,0.015,nan
10.53999999999982,L3,0.003,nan
10.53999999999982,L4,0.003,nan
10.54999999999982,L1,0.6026690123627566,nan
10.54999999999982,L2,0.015,nan
10.54999999999982,L3,0.003,nan
10.54999999999982,L4,0.003,nan
10.55999999999982,L1,0.6135487199619322,nan
10.55999999999982,L2,0.015,nan
10.55999999999982,L3,0.003,nan
10.55999999999982,L4,0.003,nan
10.569999999999819,L1,0.6244242223668799,nan
10.569999999999819,L2,0.015,nan
10.569999999999819,L3,0.003,nan
10.569999999999819,L4,0.003,nan
10.579999999999819,L1,0.6352954450381239,nan
10.579999999999819,L2,0.015,nan
10.579999999999819,L3,0.003,nan
10.579999999999819,L4,0.003,nan
10.589999999999819,L1,0.6461623134655212,nan
10.589999999999819,L2,0.015,nan
10.589999999999819,L3,0.003,nan
10.589999999999819,L4,0.003,nan
10.599999999999818,L1,0.6570247531687725,nan
10.599999999999818,L2,0.015,nan
10.599999999999818,L3,0.003,nan
10.599999999999818,L4,0.003,nan
10.609999999999818,L1,0.6678826896979324,nan
10.609999999999818,L2,0.015,nan
10.609999999999818,L3,0.003,nan
10.609999999999818,L4,0.003,nan
10.619999999999818,L1,0.6787360486339193,nan
10.619999999999818,L2,0.015,nan
10.619999999999818,L3,0.003,nan
10.619999999999818,L4,0.003,nan
10.629999999999818,L1,0.6895847555890268,nan
10.629999999999818,L2,0.015,nan
10.629999999999818,L3,0.003,nan
10.629999999999818,L4,0.003,nan
10.639999999999818,L1,0.7004287362074318,nan
10.639999999999818,L2,0.015,nan
10.639999999999818,L3,0.003,nan
10.639999999999818,L4,0.003,nan
10.649999999999817,L1,0.7112679161657055,nan
